Text,classes
"আমরা সমাজের অনেক নামিদামী লোক বাস করি যারা এসকল শ্রমিকদের মূল্য দেই না,অথচ নিজ বাড়ির বাথরুমের কাজটা ওনাদের ছাড়া অচল",NoAG
"কেমন লেগেছিল একথার যদি উত্তর দিতে হয় তবে বলতে হবে যে এই পৃথিবীতে যত বড় সিনেমা তৈরি করা হোক না কেন সেটা টাইটানিক সিনেমার সমতুল্য কখনই হতে পারবে না, হ্যা বর্তমান সিনেমা অনেক অনেক এগিয়ে কিন্তু টাইটানিক ইজ টাইটানিক ।টাইটানিক হল আমাদের পৃথিবীর একটা ইতিহাস। আমি ছোট বেলায় মা বাবার মুখে টাইটানিক সিনেমার নাম শুনেছি আমার পরের প্রজন্ম আমাদের মুখে শুনে এই সিনেমাটি দেখবে। এটা যুগ যুগ ধরে আমাদের একটা ইতিহাস বহন করে নিয়ে যাচ্ছে।  ধন্যবাদ জেমস ক্যামেরুন।",NoAG
দেশের কোন কাজে মানবিকতার বালাই নেই বললে চলে। যেহেতু বেশ আর কম সব চেয়ারে স্বার্থপর নিমগ হারামারা বসে আছে!!!,NoAG
"আজ গরীব বলেই তার এই অবস্থা। এ দেশে গরীব মানুষকে মানুষী মনে করা হয় না। তাদের দিয়ে সব করানো যায়। আর গরীব মানুষগুলারাও কোন উপায় নাই, পেটের দায়ে অনেক কিছুই করতে হয়।",NoAG
"পায়জামার পকেট নাই ঠিকআছে, কিন্তু পুলিশ চাইলে যে কোনো রাস্তা (শরীরের) দিয়া বডির ভিতরেও ইয়াবা ঢুকায়া দিবার পারে। হেইডার সলিউশন কি ?",NoAG
খুবই রিস্কি এ কাজ। সর্তক হয়ে সাবধানে থেকে এ কাজ করা উচিৎ।,NoAG
"জীবনের নিরাপত্তা দিতে হবে,উন্নত প্রযুক্তি ব্যবহার করতে হবে।",NoAG
আমরা এদের ধিক্কার জানাই।সমাজ এদের দুরে সরিয়ে রাখে,NoAG
"বেঁচে থাকার কি ব্যাবস্থা, সে বিষয়ে যদি একটু আলোকপাত করতেন।",NoAG
ছবিতে সাকিবের কান্নার কোন দৃশ্য নাই? সাকিবের কান্নার দৃশ্য দেখতে আমার খুব পছন্দ হয়,NoAG
"এই অটো গুলা এত বেপরোয়া ভাবে চলে যা না দেখলে বিশ্বাস হবেনা, অামি একবার অটোতে উঠে মাঝ পথে নেমে পড়তে বাধ্য হই... চালকেরা কথাও শোনেনা.",NoAG
